Origin,Target,Type,Number of Connections,Neurotransmitter
AVAL,VA8,Send,9,FMRFamide
AVAL,VA8,GapJunction,10,Generic_GJ
AVAL,VA9,GapJunction,1,Generic_GJ
AVAL,VA9,Send,7,FMRFamide
AVAL,VB9,GapJunction,5,Generic_GJ
AVAR,ADER,Send,1,FMRFamide
AVAR,AS1,Send,1,FMRFamide
AVAR,AS1,GapJunction,2,Generic_GJ
AVAR,AS10,GapJunction,1,Generic_GJ
AVAR,AS10,Send,1,FMRFamide
AVAR,AS11,Send,6,FMRFamide
AVAR,AS2,Send,2,FMRFamide
AVAR,AS3,GapJunction,1,Generic_GJ
AVAR,AS3,Send,1,FMRFamide
AVAR,AS4,Send,1,FMRFamide
AVAR,AS5,GapJunction,1,Generic_GJ
AVAR,AS5,Send,1,FMRFamide
AVAR,AS6,GapJunction,1,Generic_GJ
AVAR,AS6,Send,2,FMRFamide
AVAR,AS7,Send,3,FMRFamide
AVAR,AS7,GapJunction,5,Generic_GJ
AVAR,AS8,GapJunction,3,Generic_GJ
AVAR,AS8,Send,6,FMRFamide
AVAR,AS9,GapJunction,1,Generic_GJ
AVAR,AS9,Send,5,FMRFamide
AVAR,AVAL,Send,1,FMRFamide
AVAR,AVAL,GapJunction,5,Generic_GJ
AVAR,AVBL,Send,1,FMRFamide
AVAR,AVDL,Send,1,FMRFamide
AVAR,AVDR,Send,2,FMRFamide
AVAR,AVEL,Send,2,FMRFamide
AVAR,AVER,Send,2,FMRFamide
AVAR,DA1,Send,2,FMRFamide
AVAR,DA1,GapJunction,6,Generic_GJ
AVAR,DA2,Send,2,FMRFamide
AVAR,DA2,GapJunction,2,Generic_GJ
AVAR,DA3,GapJunction,2,Generic_GJ
AVAR,DA3,Send,3,FMRFamide
AVAR,DA4,GapJunction,2,Generic_GJ
AVAR,DA4,Send,6,FMRFamide
AVAR,DA5,Send,2,FMRFamide
AVAR,DA5,GapJunction,5,Generic_GJ
AVAR,DA6,GapJunction,2,Generic_GJ
AVAR,DA6,Send,11,FMRFamide
AVAR,DA7,Send,3,FMRFamide
AVAR,DA8,GapJunction,1,Generic_GJ
AVAR,DA8,Send,8,FMRFamide
AVAR,DA9,Send,2,FMRFamide
AVAR,DB3,Send,1,FMRFamide
AVAR,DB5,Send,1,FMRFamide
AVAR,DB5,GapJunction,2,Generic_GJ
AVAR,DB6,Send,5,FMRFamide
AVAR,LUAL,Send,1,FMRFamide
AVAR,LUAR,Send,3,FMRFamide
AVAR,PDEL,Send,1,FMRFamide
AVAR,PDER,Send,1,FMRFamide
AVAR,PVCL,Send,7,FMRFamide
AVAR,PVCR,GapJunction,3,Generic_GJ
AVAR,PVCR,Send,5,FMRFamide
AVAR,RIGL,Send,1,FMRFamide
AVAR,RIML,GapJunction,2,Generic_GJ
AVAR,RIMR,GapJunction,1,Generic_GJ
AVAR,SABD,Send,1,FMRFamide
AVAR,SABVL,Send,3,FMRFamide
AVAR,SABVL,GapJunction,3,Generic_GJ
AVAR,SABVR,GapJunction,1,Generic_GJ
AVAR,URYDR,GapJunction,1,Generic_GJ
AVAR,URYVL,GapJunction,1,Generic_GJ
AVAR,VA10,GapJunction,1,Generic_GJ
AVAR,VA10,Send,4,FMRFamide
AVAR,VA11,GapJunction,7,Generic_GJ
AVAR,VA11,Send,8,FMRFamide
AVAR,VA12,GapJunction,1,Generic_GJ
AVAR,VA2,Send,2,FMRFamide
AVAR,VA3,GapJunction,2,Generic_GJ
AVAR,VA3,Send,5,FMRFamide
AVAR,VA4,Send,2,FMRFamide
AVAR,VA4,GapJunction,3,Generic_GJ
AVAR,VA5,Send,1,FMRFamide
AVAR,VA5,GapJunction,3,Generic_GJ
AVAR,VA6,GapJunction,2,Generic_GJ
AVAR,VA6,Send,3,FMRFamide
AVAR,VA7,GapJunction,4,Generic_GJ
AVAR,VA8,GapJunction,4,Generic_GJ
AVAR,VA8,Send,12,FMRFamide
AVAR,VA9,Send,6,FMRFamide
AVAR,VB9,GapJunction,4,Generic_GJ
AVAR,VD13,Send,2,FMRFamide
AVBL,AQR,GapJunction,1,Generic_GJ
AVBL,AS10,Send,1,Glutamate
AVBL,AS3,Send,1,Glutamate
AVBL,AS4,Send,1,Glutamate
AVBL,AS5,Send,1,Glutamate
AVBL,AS6,Send,1,Glutamate
AVBL,AS7,GapJunction,2,Generic_GJ
AVBL,AS9,Send,1,Glutamate
AVBL,AVAL,Send,7,Glutamate
AVBL,AVAR,Send,7,Glutamate
AVBL,AVBR,Send,1,Glutamate
AVBL,AVBR,GapJunction,3,Generic_GJ
AVBL,AVDL,Send,1,Glutamate
AVBL,AVDR,Send,2,Glutamate
AVBL,AVEL,Send,1,Glutamate
AVBL,AVER,Send,2,Glutamate
AVBL,AVL,Send,1,Glutamate
AVBL,DB3,GapJunction,1,Generic_GJ
AVBL,DB4,GapJunction,1,Generic_GJ
AVBL,DB5,GapJunction,1,Generic_GJ
AVBL,DB6,GapJunction,2,Generic_GJ
AVBL,DB7,GapJunction,2,Generic_GJ
AVBL,DVA,GapJunction,1,Generic_GJ
AVBL,PVNR,Send,1,Glutamate
AVBL,RIBL,GapJunction,1,Generic_GJ
AVBL,RIBR,GapJunction,1,Generic_GJ
AVBL,RID,GapJunction,1,Generic_GJ
AVBL,SDQR,GapJunction,1,Generic_GJ
AVBL,SIBVL,GapJunction,1,Generic_GJ
AVBL,VA10,Send,1,Glutamate
AVBL,VA2,Send,1,Glutamate
AVBL,VA7,Send,1,Glutamate
AVBL,VB1,GapJunction,1,Generic_GJ
AVBL,VB10,GapJunction,2,Generic_GJ
AVBL,VB11,GapJunction,2,Generic_GJ
AVBL,VB2,Send,1,Glutamate
AVBL,VB2,GapJunction,3,Generic_GJ
AVBL,VB4,GapJunction,1,Generic_GJ
AVBL,VB5,GapJunction,1,Generic_GJ
AVBL,VB6,GapJunction,1,Generic_GJ
AVBL,VB7,GapJunction,2,Generic_GJ
AVBL,VB8,GapJunction,7,Generic_GJ
AVBL,VB9,GapJunction,1,Generic_GJ
AVBL,VC3,Send,1,Glutamate
AVBR,AS1,Send,1,Glutamate
AVBR,AS10,Send,1,Glutamate
AVBR,AS3,Send,1,Glutamate
AVBR,AS4,Send,1,Glutamate
AVBR,AS5,Send,1,Glutamate
AVBR,AS6,GapJunction,1,Generic_GJ
AVBR,AS6,Send,1,Glutamate
AVBR,AS7,Send,1,Glutamate
AVBR,AS7,GapJunction,2,Generic_GJ
AVBR,AVAL,Send,6,Glutamate
AVBR,AVAR,Send,7,Glutamate
AVBR,AVBL,Send,1,Glutamate
AVBR,AVBL,GapJunction,3,Generic_GJ
AVBR,DA5,Send,1,Glutamate
AVBR,DB1,GapJunction,3,Generic_GJ
AVBR,DB2,GapJunction,1,Generic_GJ
AVBR,DB3,GapJunction,1,Generic_GJ
AVBR,DB4,GapJunction,1,Generic_GJ
AVBR,DB5,GapJunction,1,Generic_GJ
AVBR,DB6,GapJunction,1,Generic_GJ
AVBR,DB7,GapJunction,1,Generic_GJ
AVBR,DD1,GapJunction,1,Generic_GJ
AVBR,DVA,GapJunction,1,Generic_GJ
AVBR,HSNR,Send,1,Glutamate
AVBR,PVNL,GapJunction,2,Generic_GJ
AVBR,RIBL,GapJunction,1,Generic_GJ
AVBR,RIBR,GapJunction,1,Generic_GJ
AVBR,RID,GapJunction,2,Generic_GJ
AVBR,SIBVL,GapJunction,1,Generic_GJ
AVBR,VA4,Send,1,Glutamate
AVBR,VA8,GapJunction,1,Generic_GJ
AVBR,VA9,Send,1,Glutamate
AVBR,VA9,GapJunction,1,Generic_GJ
AVBR,VB10,GapJunction,1,Generic_GJ
AVBR,VB11,GapJunction,1,Generic_GJ
AVBR,VB2,GapJunction,1,Generic_GJ
AVBR,VB3,GapJunction,1,Generic_GJ
AVBR,VB4,GapJunction,1,Generic_GJ
AVBR,VB6,GapJunction,2,Generic_GJ
AVBR,VB7,GapJunction,2,Generic_GJ
AVBR,VB8,GapJunction,3,Generic_GJ
AVBR,VB9,GapJunction,6,Generic_GJ
AVBR,VD10,GapJunction,1,Generic_GJ
AVBR,VD3,Send,1,Glutamate
AVDL,ADAR,GapJunction,2,Generic_GJ
AVDL,AS1,Send,1,Glutamate
AVDL,AS10,Send,1,Glutamate
AVDL,AS11,Send,2,Glutamate
AVDL,AS4,Send,1,Glutamate
AVDL,AS5,Send,1,Glutamate
AVDL,AVAL,Send,13,Glutamate
AVDL,AVAR,Send,19,Glutamate
AVDL,AVM,GapJunction,2,Generic_GJ
AVDL,DA1,Send,1,Glutamate
AVDL,DA2,Send,1,Glutamate
AVDL,DA3,Send,4,Glutamate
AVDL,DA4,Send,1,Glutamate
AVDL,DA5,Send,1,Glutamate
AVDL,DA8,Send,1,Glutamate
AVDL,FLPL,GapJunction,1,Generic_GJ
AVDL,FLPR,GapJunction,1,Generic_GJ
AVDL,LUAL,Send,1,Glutamate
AVDL,PVCL,Send,1,Glutamate
AVDL,SABD,Send,1,Glutamate
AVDL,SABVL,Send,1,Glutamate
AVDL,SABVR,Send,1,Glutamate
AVDL,VA5,Send,1,Glutamate
AVDR,ADAL,GapJunction,2,Generic_GJ
AVDR,ADLL,GapJunction,1,Generic_GJ
AVDR,AS10,Send,1,Glutamate
AVDR,AS5,Send,1,Glutamate
AVDR,AVAL,Send,16,Glutamate
AVDR,AVAR,Send,15,Glutamate
AVDR,AVBL,Send,1,Glutamate
AVDR,AVDL,Send,2,Glutamate
AVDR,AVJL,GapJunction,2,Generic_GJ
AVDR,DA1,Send,2,Glutamate
AVDR,DA2,Send,1,Glutamate
AVDR,DA3,Send,1,Glutamate
AVDR,DA4,Send,1,Glutamate
AVDR,DA5,Send,2,Glutamate
AVDR,DA8,Send,1,Glutamate
AVDR,DA9,Send,1,Glutamate
AVDR,DB4,Send,1,Glutamate
AVDR,DVC,Send,1,Glutamate
AVDR,FLPR,GapJunction,1,Generic_GJ
AVDR,LUAL,Send,2,Glutamate
AVDR,PQR,Send,1,Glutamate
AVDR,SABD,Send,1,Glutamate
AVDR,SABVL,Send,3,Glutamate
AVDR,SABVR,Send,1,Glutamate
AVDR,VA11,Send,1,Glutamate
AVDR,VA2,Send,1,Glutamate
AVDR,VA3,Send,2,Glutamate
AVDR,VA6,Send,1,Glutamate
AVEL,AS1,Send,1,FMRFamide
AVEL,AVAL,Send,12,FMRFamide
AVEL,AVAR,Send,7,FMRFamide
AVEL,AVER,GapJunction,1,Generic_GJ
AVEL,DA1,Send,5,FMRFamide
AVEL,DA2,Send,1,FMRFamide
AVEL,DA3,Send,3,FMRFamide
AVEL,DA4,Send,1,FMRFamide
AVEL,PVCR,Send,1,FMRFamide
AVEL,PVT,Send,1,FMRFamide
AVEL,RIML,GapJunction,2,Generic_GJ
AVEL,RIMR,GapJunction,3,Generic_GJ
AVEL,RMDVR,GapJunction,1,Generic_GJ
AVEL,RMEV,GapJunction,1,Generic_GJ
AVEL,SABD,Send,6,FMRFamide
AVEL,SABVL,Send,7,FMRFamide
AVEL,SABVR,Send,3,FMRFamide
AVEL,VA1,Send,5,FMRFamide
AVEL,VA3,Send,3,FMRFamide
AVEL,VD2,Send,1,FMRFamide
AVEL,VD3,Send,1,FMRFamide
AVER,AS1,Send,3,FMRFamide
AVER,AS2,Send,2,FMRFamide
AVER,AS3,Send,1,FMRFamide
AVER,AVAL,Send,7,FMRFamide
AVER,AVAR,Send,16,FMRFamide
AVER,AVDR,Send,1,FMRFamide
AVER,AVEL,GapJunction,1,Generic_GJ
AVER,DA1,Send,5,FMRFamide
AVER,DA2,Send,3,FMRFamide
AVER,DA3,Send,1,FMRFamide
AVER,DB3,Send,1,FMRFamide
AVER,RIML,GapJunction,3,Generic_GJ
AVER,RIMR,GapJunction,2,Generic_GJ
AVER,RMDVL,GapJunction,1,Generic_GJ
AVER,RMDVR,GapJunction,1,Generic_GJ
AVER,RMEV,GapJunction,1,Generic_GJ
AVER,SABD,Send,2,FMRFamide
AVER,SABVL,Send,3,FMRFamide
AVER,SABVR,Send,3,FMRFamide
AVER,VA1,Send,1,FMRFamide
AVER,VA2,Send,1,FMRFamide
AVER,VA3,Send,2,FMRFamide
AVER,VA4,Send,1,FMRFamide
AVER,VA5,Send,1,FMRFamide
AVFL,AVBL,Send,1,Glutamate
AVFL,AVBR,Send,2,Glutamate
AVFL,AVFR,Send,7,Glutamate
AVFL,AVFR,GapJunction,23,Generic_GJ
AVFL,AVG,Send,1,Glutamate
AVFL,AVHL,Send,2,Glutamate
AVFL,AVHL,GapJunction,2,Generic_GJ
AVFL,AVHR,Send,4,Glutamate
AVFL,AVHR,GapJunction,3,Generic_GJ
AVFL,AVJL,Send,1,Glutamate
AVFL,AVJR,Send,1,Glutamate
AVFL,AVL,Send,1,Glutamate
AVFL,HSNL,Send,1,Glutamate
AVFL,PDER,Send,1,Glutamate
AVFL,PVNL,Send,2,Glutamate
AVFL,PVQL,Send,1,Glutamate
AVFL,PVQR,Send,1,Glutamate
AVFL,PVQR,GapJunction,1,Generic_GJ
AVFL,VB1,Send,1,Glutamate
AVFR,ASJL,Send,1,Glutamate
AVFR,ASKL,Send,1,Glutamate
AVFR,AVBL,Send,1,Glutamate
AVFR,AVBR,Send,5,Glutamate
AVFR,AVFL,Send,1,Glutamate
AVFR,AVFL,GapJunction,23,Generic_GJ
AVFR,AVHL,Send,2,Glutamate
AVFR,AVHL,GapJunction,2,Generic_GJ
AVFR,AVHR,Send,1,Glutamate
AVFR,AVHR,GapJunction,1,Generic_GJ
AVFR,AVJL,Send,1,Glutamate
AVFR,AVJR,Send,1,Glutamate
AVFR,HSNR,Send,1,Glutamate
AVFR,PVQL,Send,1,Glutamate
AVFR,VC4,GapJunction,1,Generic_GJ
AVFR,VD11,Send,1,Glutamate
AVG,AVAR,Send,3,Glutamate
AVG,AVBL,Send,1,Glutamate
AVG,AVBR,Send,2,Glutamate
AVG,AVDR,Send,1,Glutamate
AVG,AVEL,Send,1,Glutamate
AVG,AVER,Send,1,Glutamate
AVG,AVFL,Send,1,Glutamate
AVG,AVJL,Send,1,Glutamate
AVG,AVL,Send,1,Glutamate
AVG,DA8,Send,1,Glutamate
AVG,PHAL,Send,2,Glutamate
AVG,PVCL,Send,1,Glutamate
AVG,PVNR,Send,1,Glutamate
AVG,PVPR,Send,1,Glutamate
AVG,PVQR,Send,1,Glutamate
AVG,PVT,Send,1,Glutamate
AVG,RIFL,GapJunction,1,Generic_GJ
AVG,RIFR,GapJunction,1,Generic_GJ
AVG,VA11,Send,1,Glutamate
AVHL,ADFR,Send,3,Glutamate
AVHL,AVBL,Send,1,Glutamate
AVHL,AVBR,Send,1,Glutamate
AVHL,AVDL,Send,1,Glutamate
AVHL,AVFL,Send,1,Glutamate
AVHL,AVFL,GapJunction,2,Generic_GJ
AVHL,AVFR,GapJunction,2,Generic_GJ
AVHL,AVFR,Send,3,Glutamate
AVHL,AVHR,Send,1,Glutamate
AVHL,AVHR,GapJunction,1,Generic_GJ
AVHL,AVJL,Send,3,Glutamate
AVHL,AWBR,Send,1,Glutamate
AVHL,PHBR,GapJunction,1,Generic_GJ
AVHL,PVPR,Send,2,Glutamate
AVHL,PVQL,Send,1,Glutamate
AVHL,PVQR,Send,2,Glutamate
AVHL,RIMR,Send,1,Glutamate
AVHL,RIR,Send,3,Glutamate
AVHL,SMBDR,Send,1,Glutamate
AVHL,SMBVR,Send,2,Glutamate
AVHL,VD1,Send,1,Glutamate
AVHR,ADLL,Send,1,Glutamate
AVHR,ADLR,Send,2,Glutamate
AVHR,AQR,Send,2,Glutamate
AVHR,AVBL,Send,2,Glutamate
AVHR,AVBR,Send,1,Glutamate
AVHR,AVDR,Send,1,Glutamate
AVHR,AVFL,Send,2,Glutamate
AVHR,AVFL,GapJunction,3,Generic_GJ
AVHR,AVFR,GapJunction,1,Generic_GJ
AVHR,AVFR,Send,1,Glutamate
AVHR,AVHL,GapJunction,1,Generic_GJ
AVHR,AVHL,Send,1,Glutamate
AVHR,AVJR,Send,4,Glutamate
AVHR,PVNL,Send,1,Glutamate
AVHR,PVPL,Send,3,Glutamate
AVHR,RIGL,Send,1,Glutamate
AVHR,RIR,Send,4,Glutamate
AVHR,SMBDL,Send,1,Glutamate
AVHR,SMBVL,Send,1,Glutamate
AVJL,AVAL,GapJunction,2,Generic_GJ
AVJL,AVAR,Send,1,Glutamate
AVJL,AVBL,Send,1,Glutamate
AVJL,AVBR,Send,4,Glutamate
AVJL,AVDL,Send,1,Glutamate
AVJL,AVDR,GapJunction,2,Generic_GJ
AVJL,AVEL,Send,1,Glutamate
AVJL,AVFR,Send,1,Glutamate
AVJL,AVHL,Send,2,Glutamate
AVJL,AVJR,GapJunction,4,Generic_GJ
AVJL,HSNR,Send,1,Glutamate
AVJL,PLMR,Send,2,Glutamate
AVJL,PVCL,Send,1,Glutamate
AVJL,PVCL,GapJunction,1,Generic_GJ
AVJL,PVCR,Send,2,Glutamate
AVJL,PVCR,GapJunction,3,Generic_GJ
AVJL,PVNR,Send,1,Glutamate
AVJL,RIFR,Send,1,Glutamate
AVJL,RIS,Send,1,Glutamate
AVJL,RIS,GapJunction,1,Generic_GJ
AVJR,AVAL,Send,1,Glutamate
AVJR,AVAR,Send,1,Glutamate
AVJR,AVBL,Send,3,Glutamate
AVJR,AVBR,Send,1,Glutamate
AVJR,AVDL,Send,1,Glutamate
AVJR,AVDR,Send,3,Glutamate
AVJR,AVER,Send,3,Glutamate
AVJR,AVJL,Send,1,Glutamate
AVJR,AVJL,GapJunction,4,Generic_GJ
AVJR,PVCL,GapJunction,1,Generic_GJ
AVJR,PVCL,Send,2,Glutamate
AVJR,PVCR,Send,4,Glutamate
AVJR,PVQR,Send,1,Glutamate
AVJR,SABVL,Send,1,Glutamate
AVKL,ADER,GapJunction,1,Generic_GJ
AVKL,AQR,GapJunction,2,Generic_GJ
AVKL,AVBL,Send,1,FMRFamide
AVKL,AVEL,Send,2,FMRFamide
AVKL,AVER,Send,1,FMRFamide
AVKL,AVKR,GapJunction,2,Generic_GJ
AVKL,AVM,Send,1,FMRFamide
AVKL,DVA,Send,1,FMRFamide
AVKL,PDEL,Send,3,FMRFamide
AVKL,PDER,Send,1,FMRFamide
AVKL,PVM,Send,1,FMRFamide
AVKL,PVPL,GapJunction,1,Generic_GJ
AVKL,PVPR,GapJunction,1,Generic_GJ
AVKL,PVT,GapJunction,2,Generic_GJ
AVKL,RICL,GapJunction,1,Generic_GJ
AVKL,RICR,GapJunction,1,Generic_GJ
AVKL,RIGL,GapJunction,1,Generic_GJ
AVKL,RIML,Send,2,FMRFamide
AVKL,RIMR,Send,1,FMRFamide
AVKL,RMFR,Send,1,FMRFamide
AVKL,SAADR,Send,1,FMRFamide
AVKL,SIAVR,Send,1,FMRFamide
AVKL,SMBDL,GapJunction,1,Generic_GJ
AVKL,SMBDR,GapJunction,1,Generic_GJ
AVKL,SMBVR,GapJunction,1,Generic_GJ
AVKL,SMDDR,Send,1,FMRFamide
AVKL,VB1,GapJunction,4,Generic_GJ
AVKL,VB10,GapJunction,1,Generic_GJ
AVKR,ADEL,GapJunction,1,Generic_GJ
AVKR,AQR,GapJunction,1,Generic_GJ
AVKR,AVKL,GapJunction,2,Generic_GJ
AVKR,BDUL,Send,1,FMRFamide
AVKR,PVPL,GapJunction,6,Generic_GJ
AVKR,PVQL,Send,1,FMRFamide
AVKR,RICL,GapJunction,1,Generic_GJ
AVKR,RIGR,GapJunction,1,Generic_GJ
AVKR,RIML,Send,2,FMRFamide
AVKR,RIMR,Send,2,FMRFamide
AVKR,RMDR,Send,1,FMRFamide
AVKR,RMFL,Send,1,FMRFamide
AVKR,SAADL,Send,1,FMRFamide
AVKR,SMBDL,Send,1,FMRFamide
AVKR,SMBDL,GapJunction,1,Generic_GJ
AVKR,SMBDR,GapJunction,2,Generic_GJ
AVKR,SMBVR,GapJunction,1,Generic_GJ
AVKR,SMDDL,Send,1,FMRFamide
AVKR,SMDDR,Send,2,FMRFamide
AVL,AVEL,Send,1,GABA
AVL,AVFR,Send,1,GABA
AVL,DA2,Send,1,GABA
AVL,DD1,Send,1,GABA
AVL,DD6,Send,2,GABA
AVL,DVB,GapJunction,1,Generic_GJ
AVL,DVC,GapJunction,9,Generic_GJ
AVL,HSNR,Send,1,GABA
AVL,PVM,GapJunction,1,Generic_GJ
AVL,PVPR,Send,1,GABA
AVL,PVWL,Send,1,GABA
AVL,SABD,Send,5,GABA
AVL,SABVL,Send,4,GABA
AVL,SABVR,Send,3,GABA
AVL,VD12,Send,4,GABA
AVM,ADER,Send,1,Glutamate
AVM,ALML,GapJunction,1,Generic_GJ
AVM,ALMR,GapJunction,1,Generic_GJ
AVM,AVBL,Send,6,Glutamate
AVM,AVBR,Send,6,Glutamate
AVM,AVDL,GapJunction,2,Generic_GJ
AVM,AVJR,Send,1,Glutamate
AVM,BDUL,Send,3,Glutamate
AVM,BDUR,Send,2,Glutamate
AVM,DA1,Send,1,Glutamate
AVM,PVCL,Send,4,Glutamate
AVM,PVCR,Send,5,Glutamate
AVM,PVNL,Send,1,Glutamate
AVM,PVR,Send,3,Glutamate
AVM,RID,Send,1,Glutamate
AVM,SIBVL,Send,1,Glutamate
AVM,VA1,Send,2,Glutamate
AWAL,ADAL,Send,1,Serotonin
AWAL,AFDL,Send,5,Serotonin
AWAL,AIAL,GapJunction,1,Generic_GJ
AWAL,AIYL,Send,1,Serotonin
AWAL,AIZL,Send,10,Serotonin
AWAL,ASEL,Send,4,Serotonin
AWAL,ASGL,Send,1,Serotonin
AWAL,AWAR,GapJunction,1,Generic_GJ
AWAL,AWBL,Send,1,Serotonin
AWAR,ADFR,Send,3,Serotonin
AWAR,AFDR,Send,7,Serotonin
AWAR,AIAR,GapJunction,1,Generic_GJ
AWAR,AIYR,Send,2,Serotonin
AWAR,AIZR,GapJunction,1,Generic_GJ
AWAR,AIZR,Send,7,Serotonin
AWAR,ASEL,Send,1,Serotonin
AWAR,ASER,Send,2,Serotonin
AWAR,AUAR,Send,1,Serotonin
AWAR,AWAL,GapJunction,1,Generic_GJ
AWAR,AWBR,Send,1,Serotonin
AWAR,RIFR,Send,2,Serotonin
AWAR,RIGR,Send,1,Serotonin
AWAR,RIR,Send,2,Serotonin
AWBL,ADFL,Send,9,Glutamate
AWBL,AIBR,Send,1,Glutamate
AWBL,AIZL,Send,9,Glutamate
AWBL,AUAL,GapJunction,1,Generic_GJ
AWBL,AVBL,Send,1,Glutamate
AWBL,AWBR,GapJunction,1,Generic_GJ
AWBL,RIAL,Send,3,Glutamate
AWBL,RMGL,GapJunction,1,Generic_GJ
AWBL,SMBDL,Send,1,Glutamate
AWBR,ADFR,Send,4,Glutamate
AWBR,AIZR,Send,4,Glutamate
AWBR,ASGR,Send,1,Glutamate
AWBR,ASHR,Send,2,Glutamate
AWBR,AUAR,GapJunction,1,Generic_GJ
AWBR,AVBR,Send,2,Glutamate
AWBR,AWBL,GapJunction,1,Generic_GJ
AWBR,RIAR,Send,1,Glutamate
AWBR,RICL,GapJunction,1,Generic_GJ
AWBR,RIR,Send,2,Glutamate
AWBR,RMGR,GapJunction,1,Generic_GJ
AWBR,SMBVR,Send,1,Glutamate
AWCL,AIAL,Send,2,Glutamate
AWCL,AIAR,Send,4,Glutamate
AWCL,AIBL,Send,1,Glutamate
AWCL,AIBR,Send,1,Glutamate
AWCL,AIYL,Send,10,Glutamate
AWCL,ASEL,Send,1,Glutamate
AWCL,AVAL,Send,1,Glutamate
AWCL,AWCR,Send,1,Glutamate
AWCL,RIAL,Send,3,Glutamate
AWCR,AIAR,Send,1,Glutamate
AWCR,AIBR,Send,4,Glutamate
AWCR,AIYL,Send,4,Glutamate
AWCR,AIYR,Send,9,Glutamate
AWCR,ASEL,Send,1,Glutamate
AWCR,ASGR,Send,1,Glutamate
AWCR,AWCL,Send,5,Glutamate
BAGL,AIBL,Send,1,Glutamate
BAGL,AVAR,Send,1,Glutamate
BAGL,AVEL,Send,1,Glutamate
BAGL,AVER,Send,4,Glutamate
BAGL,BAGR,Send,1,Glutamate
BAGL,BAGR,GapJunction,1,Generic_GJ
BAGL,RIAR,Send,5,Glutamate
BAGL,RIBL,Send,1,Glutamate
BAGL,RIBR,Send,7,Glutamate
BAGL,RIGL,Send,1,Glutamate
BAGL,RIGR,Send,4,Glutamate
BAGL,RIGR,GapJunction,1,Generic_GJ
BAGL,RIR,GapJunction,1,Generic_GJ
BAGR,AIYL,Send,1,Glutamate
BAGR,AVAL,Send,1,Glutamate
BAGR,AVEL,Send,2,Glutamate
BAGR,BAGL,GapJunction,1,Generic_GJ
BAGR,RIAL,Send,5,Glutamate
BAGR,RIBL,Send,4,Glutamate
BAGR,RIGL,GapJunction,1,Generic_GJ
BAGR,RIGL,Send,5,Glutamate
BAGR,RIR,GapJunction,1,Generic_GJ
BDUL,ADEL,Send,3,GABA
BDUL,AVHL,Send,1,GABA
BDUL,AVJR,Send,1,GABA
BDUL,HSNL,Send,1,GABA
BDUL,PVNL,Send,2,GABA
BDUL,PVNR,Send,2,GABA
BDUL,SAADL,Send,1,GABA
BDUL,URADL,Send,1,GABA
BDUR,ADER,Send,1,GABA
BDUR,ALMR,Send,1,GABA
BDUR,AVAL,Send,3,GABA
BDUR,AVHL,Send,1,GABA
BDUR,AVJL,Send,2,GABA
BDUR,HSNR,Send,4,GABA
BDUR,PVCL,Send,1,GABA
BDUR,PVNL,Send,2,GABA
BDUR,PVNR,Send,1,GABA
BDUR,SDQL,Send,1,GABA
BDUR,URADR,Send,1,GABA
CEPDL,AVER,Send,5,Dopamine
CEPDL,IL1DL,Send,4,Dopamine
CEPDL,OLLL,Send,2,Dopamine
CEPDL,OLQDL,GapJunction,1,Generic_GJ
CEPDL,OLQDL,Send,6,Dopamine
CEPDL,RIBL,Send,2,Dopamine
CEPDL,RICL,Send,1,Dopamine
CEPDL,RICR,Send,2,Dopamine
CEPDL,RIH,GapJunction,1,Generic_GJ
CEPDL,RIPL,Send,2,Dopamine
CEPDL,RIS,Send,1,Dopamine
CEPDL,RMDVL,Send,3,Dopamine
CEPDL,RMGL,Send,4,Dopamine
CEPDL,RMHR,Send,4,Dopamine
CEPDL,SIADR,Send,1,Dopamine
CEPDL,SMBDR,Send,1,Dopamine
CEPDL,URADL,Send,2,Dopamine
CEPDL,URBL,Send,4,Dopamine
CEPDL,URYDL,Send,2,Dopamine
CEPDR,AVEL,Send,6,Dopamine
CEPDR,BDUR,Send,1,Dopamine
CEPDR,IL1DR,Send,5,Dopamine
CEPDR,IL1R,Send,1,Dopamine
CEPDR,OLLR,Send,8,Dopamine
CEPDR,OLQDR,GapJunction,2,Generic_GJ
CEPDR,OLQDR,Send,5,Dopamine
CEPDR,RIBR,Send,1,Dopamine
CEPDR,RICL,Send,4,Dopamine
CEPDR,RICR,Send,3,Dopamine
CEPDR,RIH,GapJunction,1,Generic_GJ
CEPDR,RIS,Send,1,Dopamine
CEPDR,RMDDL,Send,1,Dopamine
CEPDR,RMDVR,Send,2,Dopamine
CEPDR,RMGR,Send,1,Dopamine
CEPDR,RMHL,Send,4,Dopamine
CEPDR,RMHR,Send,1,Dopamine
CEPDR,SIADL,Send,1,Dopamine
CEPDR,SMBDR,Send,1,Dopamine
CEPDR,URADR,Send,1,Dopamine
CEPDR,URBR,Send,2,Dopamine
CEPDR,URYDR,Send,1,Dopamine
CEPVL,ADLL,Send,1,Dopamine
CEPVL,AVER,Send,3,Dopamine
CEPVL,IL1VL,Send,2,Dopamine
CEPVL,OLLL,Send,4,Dopamine
CEPVL,OLQVL,GapJunction,1,Generic_GJ
CEPVL,OLQVL,Send,6,Dopamine
CEPVL,RICL,Send,7,Dopamine
CEPVL,RICR,Send,4,Dopamine
CEPVL,RIH,GapJunction,1,Generic_GJ
CEPVL,RIPL,Send,1,Dopamine
